PID,keywords,mods.grants,mods.abstract,fgs.state,dc.title,dc.language,mods.sm_key_words,fgs.lastModifiedDate,mods.sm_collection,mods.language,mods.title,mods.sm_report_number,dc.subject,mods.sm_corporate_creator,rdf.isOpenAccess,mods.origin,dc.description,mods.raw_date,mods.sm_format,mods.sm_oclc_number,rdf.redirectsTo,mods.sm_geographical_coverage,mods.subject_topic,fgs.createdDate,mods.sm_ntl_classification,mods.sm_resource_type,mods.sm_edition,mods.sm_corporate_publisher,DS1.mimetype_txt_en,DS1.label_txt_en,DS1.filesize_tl,DS1.checksum_txt_en,mods.ss_publishyear,fgs.ownerId,rdf.isMemberOf,dc.identifier,mods.sm_creator,fgs.label,rdf.isPeerTo,mods.sm_digital_object_identifier,mods.ss_jobid,DS2.mimetype_txt_en,DS2.label_txt_en,DS2.filesize_tl,DS2.checksum_txt_en,DS2.sourceurl,dc.publisher,dc.format,dc.type,dc.creator,dc.coverage,DS1.sourceurl,mods.orcidId,mods.sm_contributor,dc.contributor,mods.alt_title,mods.note,mods.sm_corporate_contributor,DS_EXCEL.mimetype_txt_en,DS_EXCEL.label_txt_en,DS_EXCEL.filesize_tl,DS_EXCEL.checksum_txt_en,mods.sm_contracting_officer,DS3.mimetype_txt_en,DS3.label_txt_en,DS3.filesize_tl,DS3.checksum_txt_en,DS3.sourceurl,DS4.mimetype_txt_en,DS4.label_txt_en,DS4.filesize_tl,DS4.checksum_txt_en,DS4.sourceurl,mods.sm_alternate_url,mods.table_of_contents,rdf.underCategory,rdf.hasOrder,rdf.isCollection,rdf.categoryOrder,rdf.isFeaturedCollection,mods.sm_rights_statement,mods.related_series,DS_MS_NON_EXCEL.mimetype_txt_en,DS_MS_NON_EXCEL.label_txt_en,DS_MS_NON_EXCEL.filesize_tl,DS_MS_NON_EXCEL.checksum_txt_en,mods.sm_tris_online_accession_number,rdf.hasExternalLink,rdf.hasMoreDocuments,DS5.mimetype_txt_en,DS5.label_txt_en,DS5.filesize_tl,DS5.checksum_txt_en,DS5.sourceurl,DS10.mimetype_txt_en,DS10.label_txt_en,DS10.filesize_tl,DS10.checksum_txt_en,DS10.sourceurl,DS11.mimetype_txt_en,DS11.label_txt_en,DS11.filesize_tl,DS11.checksum_txt_en,DS11.sourceurl,DS12.mimetype_txt_en,DS12.label_txt_en,DS12.filesize_tl,DS12.checksum_txt_en,DS12.sourceurl,DS13.mimetype_txt_en,DS13.label_txt_en,DS13.filesize_tl,DS13.checksum_txt_en,DS13.sourceurl,DS14.mimetype_txt_en,DS14.label_txt_en,DS14.filesize_tl,DS14.checksum_txt_en,DS14.sourceurl,DS15.mimetype_txt_en,DS15.label_txt_en,DS15.filesize_tl,DS15.checksum_txt_en,DS15.sourceurl,DS16.mimetype_txt_en,DS16.label_txt_en,DS16.filesize_tl,DS16.checksum_txt_en,DS16.sourceurl,DS17.mimetype_txt_en,DS17.label_txt_en,DS17.filesize_tl,DS17.checksum_txt_en,DS17.sourceurl,DS18.mimetype_txt_en,DS18.label_txt_en,DS18.filesize_tl,DS18.checksum_txt_en,DS18.sourceurl,DS6.mimetype_txt_en,DS6.label_txt_en,DS6.filesize_tl,DS6.checksum_txt_en,DS6.sourceurl,DS7.mimetype_txt_en,DS7.label_txt_en,DS7.filesize_tl,DS7.checksum_txt_en,DS7.sourceurl,DS8.mimetype_txt_en,DS8.label_txt_en,DS8.filesize_tl,DS8.checksum_txt_en,DS8.sourceurl,DS9.mimetype_txt_en,DS9.label_txt_en,DS9.filesize_tl,DS9.checksum_txt_en,DS9.sourceurl,DS_MS_NON_EXCEL.sourceurl,rdf.isSpotlightChild,rdf.isSupersededBy,mods.sm_isbn,mods.sm_issn,mods.physical_description,mods.sm_copyright_date,mods.sm_publisher,rdf.isGRFeaturedChild,rdf.isFeatured,rdf.featuredType,rdf.inSpotlight,rdf.featuredUrl,rdf.isGRFeatured,dc.rights,rdf.featuredPosition,rdf.featuredPositionTemp,DS19.mimetype_txt_en,DS19.label_txt_en,DS19.filesize_tl,DS19.checksum_txt_en,DS19.sourceurl,DS20.mimetype_txt_en,DS20.label_txt_en,DS20.filesize_tl,DS20.checksum_txt_en,DS20.sourceurl,DS21.mimetype_txt_en,DS21.label_txt_en,DS21.filesize_tl,DS21.checksum_txt_en,DS21.sourceurl,DS22.mimetype_txt_en,DS22.label_txt_en,DS22.filesize_tl,DS22.checksum_txt_en,DS22.sourceurl,DS23.mimetype_txt_en,DS23.label_txt_en,DS23.filesize_tl,DS23.checksum_txt_en,DS23.sourceurl,DS24.mimetype_txt_en,DS24.label_txt_en,DS24.filesize_tl,DS24.checksum_txt_en,DS24.sourceurl,DS25.mimetype_txt_en,DS25.label_txt_en,DS25.filesize_tl,DS25.checksum_txt_en,DS25.sourceurl,DS26.mimetype_txt_en,DS26.label_txt_en,DS26.filesize_tl,DS26.checksum_txt_en,DS26.sourceurl,DS27.mimetype_txt_en,DS27.label_txt_en,DS27.filesize_tl,DS27.checksum_txt_en,DS27.sourceurl,DS28.mimetype_txt_en,DS28.label_txt_en,DS28.filesize_tl,DS28.checksum_txt_en,DS28.sourceurl,DS29.mimetype_txt_en,DS29.label_txt_en,DS29.filesize_tl,DS29.checksum_txt_en,DS29.sourceurl,DS30.mimetype_txt_en,DS30.label_txt_en,DS30.filesize_tl,DS30.checksum_txt_en,DS30.sourceurl,DS31.mimetype_txt_en,DS31.label_txt_en,DS31.filesize_tl,DS31.checksum_txt_en,DS31.sourceurl,DS32.mimetype_txt_en,DS32.label_txt_en,DS32.filesize_tl,DS32.checksum_txt_en,DS32.sourceurl,DS33.mimetype_txt_en,DS33.label_txt_en,DS33.filesize_tl,DS33.checksum_txt_en,DS33.sourceurl,DS34.mimetype_txt_en,DS34.label_txt_en,DS34.filesize_tl,DS34.checksum_txt_en,DS34.sourceurl,rdf.quickLinkUrl,rdf.isQuickLink,rdf.underSection,DS_EXCEL.sourceurl,mods.embargo_date,rdf.hasDataset,rdf.hasPublication,mods.ss_keyvalue,mods.sm_researchhub_id,dc.date,dc.source,dc.identifier.uri,dc.contributor.author,dc.contributor.collaborator,dc.coverage.spatial,dc.contributor.creator,dc.relation.isPartOf,dc.description.abstract,dc.rights.accessRights,dc.relation.isVersionOf,dc.contributor.consultant,dc.description.tableOfContents,dc.title.alternative,DS1.checksumsha256_txt_en,rdf.hasMultipleLanguage,DS2.checksumsha256_txt_en,DS3.checksumsha256_txt_en,DS4.checksumsha256_txt_en,DS5.checksumsha256_txt_en,DS6.checksumsha256_txt_en,DS7.checksumsha256_txt_en,mods.ss_hasQLOrder,DS_MS_NON_EXCEL.checksumsha256_txt_en,dc.relation.isReferencedBy,DS10.checksumsha256_txt_en,DS11.checksumsha256_txt_en,DS12.checksumsha256_txt_en,DS13.checksumsha256_txt_en,DS14.checksumsha256_txt_en,DS15.checksumsha256_txt_en,DS16.checksumsha256_txt_en,DS17.checksumsha256_txt_en,DS18.checksumsha256_txt_en,DS8.checksumsha256_txt_en,DS9.checksumsha256_txt_en
dot:73368,,,This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety The reports are: I Statistics; II Traffic Control; III Construction and Engineering; IV City Planning and Zoning; V Insurance; VI Education; VII The Motor Vehicle; VIII Public Relations.,Active,"Report of the Committee on Construction and Engineering,Reports 1924 - Book 1",English,"Statistics,Traffic control,Road construction,Engineering,City planning,Zoning,Reports",2024-02-23T21:04:25.410Z,National Conferences on Street and Highway Safety,English,Report of the Committee on Construction and Engineering,,"Statistics,Traffic control,Road construction,Engineering,City planning,Zoning,Reports",United States. Department of Transportation,true,"1924-11-11; \,",This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety The reports are: I Statistics; II Traffic Control; III Construction and Engineering; IV City Planning and Zoning; V Insurance; VI Education; VII The Motor Vehicle; VIII Public Relations.,1924-11-11,PDF,,,United States,,2024-02-15T15:56:28.474Z,,Tech Report,,United States. Department of Transportation,application/pdf,24P14.pdf,1138552,urn:sha256:366f8c382453576332b575fd96956cf12c7ab15599475aa8b9b0ce277140b4d3,1924,,dot:68794,"https://doi.org/10.21949/1510345,https://rosap.ntl.bts.gov/view/dot/73368",,,,https://doi.org/10.21949/1510345,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96100/96196/24P14.pdf,,,,Reports 1924 - Book 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73372,,,This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety. The reports are: I. Statistics; II. Traffic Control; III. Construction and Engineering; IV. City Planning and Zoning; V. Insurance; VI. Education; VII. The Motor Vehicle; VIII. Public Relations.,Active,"Report of the Committee on Insurance,Reports 1924 - Book 1",English,"Statistics,Traffic control,Road construction,Engineering,City planning,Zoning,Reports",2024-02-23T21:04:28.710Z,National Conferences on Street and Highway Safety,English,Report of the Committee on Insurance,,"Statistics,Traffic control,Road construction,Engineering,City planning,Zoning,Reports",United States. Department of Transportation,true,"1924-11-07; \,",This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety. The reports are: I. Statistics; II. Traffic Control; III. Construction and Engineering; IV. City Planning and Zoning; V. Insurance; VI. Education; VII. The Motor Vehicle; VIII. Public Relations.,1924-11-07,PDF,,,United States,,2024-02-15T15:56:36.401Z,,Tech Report,,United States. Department of Transportation,application/pdf,24P16.pdf,1294028,urn:sha256:253e9b9868d54b35cec78ae488bd5d4304216887432b187e1e9ae37a1120f802,1924,,dot:68794,"https://doi.org/10.21949/1510349,https://rosap.ntl.bts.gov/view/dot/73372",,,,https://doi.org/10.21949/1510349,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96200/24P16.pdf,,,,Reports 1924 - Book 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73373,,,This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety. The reports are: I. Statistics; II. Traffic Control; III. Construction and Engineering; IV. City Planning and Zoning; V. Insurance; VI Education; VII. The Motor Vehicle; VIII Public Relations.,Active,"Report of the Committee on Insurance,Reports 1924 - Book 2",English,"Highway safety,Streets,Conferences,Drivers,Pedestrians,Reports,Insurance",2024-02-23T21:04:27.222Z,National Conferences on Street and Highway Safety,English,Report of the Committee on Insurance,,"Highway safety,Streets,Conferences,Drivers,Pedestrians,Reports,Insurance",United States. Department of Transportation,true,"1924-11-07; \,",This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety. The reports are: I. Statistics; II. Traffic Control; III. Construction and Engineering; IV. City Planning and Zoning; V. Insurance; VI Education; VII. The Motor Vehicle; VIII Public Relations.,1924-11-07,PDF,,,United States,,2024-02-15T15:56:38.356Z,,Tech Report,,United States. Department of Transportation,application/pdf,24P26.pdf,1289105,urn:sha256:add763ba6ba6c7e61c02000ee8866a5c72366d8cd244535f5aafe8eace834b61,1924,,dot:68794,"https://doi.org/10.21949/1510350,https://rosap.ntl.bts.gov/view/dot/73373",,,,https://doi.org/10.21949/1510350,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96201/24P26.pdf,,,,Reports 1924 - Book 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73366,,,This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety The reports are: I Statistics; II Traffic Control; III Construction and Engineering; IV City Planning and Zoning; V Insurance; VI Education; VII The Motor Vehicle; VIII Public Relations.,Active,"Report of the Committee on City Planning and Zoning,Reports 1924 - Book 1",English,"Statistics,Traffic control,Road construction,Engineering,City planning,Zoning",2024-02-23T21:04:24.667Z,National Conferences on Street and Highway Safety,English,Report of the Committee on City Planning and Zoning,,"Statistics,Traffic control,Road construction,Engineering,City planning,Zoning",United States. Department of Transportation,true,"1924-11-24; \,",This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety The reports are: I Statistics; II Traffic Control; III Construction and Engineering; IV City Planning and Zoning; V Insurance; VI Education; VII The Motor Vehicle; VIII Public Relations.,1924-11-24,PDF,,,United States,,2024-02-15T15:56:24.891Z,,Tech Report,,United States. Department of Transportation,application/pdf,24P15.pdf,1020694,urn:sha256:6b952b980e9517d6c33ebbf7abd25a74c027745f74537c885267e1a21e514cf8,1924,,dot:68794,"https://doi.org/10.21949/1510343,https://rosap.ntl.bts.gov/view/dot/73366",,,,https://doi.org/10.21949/1510343,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96100/96194/24P15.pdf,,,,Reports 1924 - Book 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73367,,,This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety. The reports are: I. Statistics; II. Traffic Control; III. Construction and Engineering; IV. City Planning and Zoning; V. Insurance; VI Education; VII. The Motor Vehicle; VIII Public Relations.,Active,"Report of the Committee on City Planning and Zoning,Reports 1924 - Book 2",English,"Statistics,Traffic control,Road construction,Engineering,City planning,Zoning",2024-02-23T21:04:27.882Z,National Conferences on Street and Highway Safety,English,Report of the Committee on City Planning and Zoning,,"Statistics,Traffic control,Road construction,Engineering,City planning,Zoning",United States. Department of Transportation,true,"1924-11-24; \,",This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety. The reports are: I. Statistics; II. Traffic Control; III. Construction and Engineering; IV. City Planning and Zoning; V. Insurance; VI Education; VII. The Motor Vehicle; VIII Public Relations.,1924-11-24,PDF,,,United States,,2024-02-15T15:56:26.753Z,,Tech Report,,United States. Department of Transportation,application/pdf,24P25.pdf,978059,urn:sha256:7ef3d65376cc186649586abefbbf435c173d97f19a711045731da525a1bf6582,1924,,dot:68794,"https://doi.org/10.21949/1510344,https://rosap.ntl.bts.gov/view/dot/73367",,,,https://doi.org/10.21949/1510344,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96100/96195/24P25.pdf,,,,Reports 1924 - Book 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73388,,,"This report is one of five issued for consideration in advance of the Third National Conference on Street and Highway Safety. The reports are: I—Protection of Railway Grade Crossings and Highway Intersections; II—Maintenance of the Motor Vehicle; III—Measures for the Relief of Traffic Congestion; IV—Uniform Traffic Regulation (accompanied by Uniform Vehicle Code\, Model Municipal Traffic Ordinance and Manual of Standard Street Traffic Signs\, Signals and Markings as revised); V— Traffic Accident Statistics.",Active,"Report of the Committee on Uniform Traffic Regulation,Reports 1930 - Book 1",English,"Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:04:30.146Z,National Conferences on Street and Highway Safety,English,Report of the Committee on Uniform Traffic Regulation,,"Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1930-04-21; \,","This report is one of five issued for consideration in advance of the Third National Conference on Street and Highway Safety. The reports are: I—Protection of Railway Grade Crossings and Highway Intersections; II—Maintenance of the Motor Vehicle; III—Measures for the Relief of Traffic Congestion; IV—Uniform Traffic Regulation (accompanied by Uniform Vehicle Code\, Model Municipal Traffic Ordinance and Manual of Standard Street Traffic Signs\, Signals and Markings as revised); V— Traffic Accident Statistics.",1930-04-21,PDF,,,United States,,2024-02-15T15:57:06.637Z,,Tech Report,,United States. Department of Transportation,application/pdf,30P18.pdf,455184,urn:sha256:d7ae9b422c1e354be9d03002ef7db62c76cf326dfd34978992dac69beaa9d2c6,1930,,dot:68794,"https://doi.org/10.21949/1510365,https://rosap.ntl.bts.gov/view/dot/73388",,,,https://doi.org/10.21949/1510365,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96216/30P18.pdf,,,,Reports 1930 - Book 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73378,,,This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety. The reports are: I. Statistics; II. Traffic Control; III. Construction and Engineering; IV. City Planning and Zoning; V. Insurance; VI Education; VII. The Motor Vehicle; VIII Public Relations.,Active,"Report of the Committee on Public Relations,Reports 1924 - Book 1",English,"Highway safety,Conferences,Railroads,Transportation,Statistics",2024-02-23T21:04:26.597Z,National Conferences on Street and Highway Safety,English,Report of the Committee on Public Relations,,"Highway safety,Conferences,Railroads,Transportation,Statistics",United States. Department of Transportation,true,"1924-11-18; \,",This report is one of eight issued for consideration in advance of the National Conference on Street and Highway Safety. The reports are: I. Statistics; II. Traffic Control; III. Construction and Engineering; IV. City Planning and Zoning; V. Insurance; VI Education; VII. The Motor Vehicle; VIII Public Relations.,1924-11-18,PDF,,,United States,,2024-02-15T15:56:47.692Z,,Tech Report,,United States. Department of Transportation,application/pdf,24P19.pdf,511858,urn:sha256:7ab8a5160104fff56746c3cd76bd9a727a1f0639e9234bc754ecc060afddaadb,1924,,dot:68794,"https://doi.org/10.21949/1510355,https://rosap.ntl.bts.gov/view/dot/73378",,,,https://doi.org/10.21949/1510355,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96206/24P19.pdf,,,,Reports 1924 - Book 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73365,,,"Work began at the point reached by the Committee on Statistics of the 1924 Conference on Street and Highway Safety. They had made a ""thorough survey of the field of traffic accident statistics and found almost a total lack of systematic effort to secure accurate and complete data regarding such accidents."" They made recommendations to state and municipal bureaus\, casualty companies and others who are collecting statistics with reference to highway casualties\, urging that the facts with reference to each accident be collected and recorded in detail.",Active,"Report of the Committee on Causes of Accidents,Reports 1926",English,"Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:05:42.369Z,National Conferences on Street and Highway Safety,English,Report of the Committee on Causes of Accidents,,"Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1926-03-01; \,","Work began at the point reached by the Committee on Statistics of the 1924 Conference on Street and Highway Safety. They had made a ""thorough survey of the field of traffic accident statistics and found almost a total lack of systematic effort to secure accurate and complete data regarding such accidents."" They made recommendations to state and municipal bureaus\, casualty companies and others who are collecting statistics with reference to highway casualties\, urging that the facts with reference to each accident be collected and recorded in detail.",1926-03-01,PDF,,,United States,,2024-02-15T15:56:22.967Z,,Tech Report,,United States. Department of Transportation,application/pdf,265.pdf,1323341,urn:sha256:bdc1ad7e703f732b41bd0798a75a3b62c80cf429ebd130a0a13a793cfe8b16e4,1926,,dot:68794,"https://doi.org/10.21949/1510342,https://rosap.ntl.bts.gov/view/dot/73365",,,,https://doi.org/10.21949/1510342,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96100/96193/265.pdf,,,,Reports 1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73400,,,This act is one of five acts which constitute the uniform vehicle code as revised and recommended for State enactment as the foundation for uniform traffic regulation.,Active,"Uniform Motor Vehicle Administration Registration\, Certificate of Title and Anti-theft Act,Reports 1934",English,"Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:03:17.711Z,National Conferences on Street and Highway Safety,English,"Uniform Motor Vehicle Administration Registration, Certificate of Title and Anti-theft Act",,"Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1934-01-01; \,",This act is one of five acts which constitute the uniform vehicle code as revised and recommended for State enactment as the foundation for uniform traffic regulation.,1934-01-01,PDF,,,United States,,2024-02-15T15:57:30.446Z,,Tech Report,,United States. Department of Transportation,application/pdf,344.pdf,2255542,urn:sha256:9711fb9cafb58b4036975fb6765cbefe7a7b1526d3ce7c97cbb15e467e3d46eb,1934,,dot:68794,"https://doi.org/10.21949/1510379,https://rosap.ntl.bts.gov/view/dot/73400",,,,https://doi.org/10.21949/1510379,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96230/344.pdf,,,,Reports 1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73403,,,This act is 1 of 5 acts which constitute the uniform vehicle code as revised and recommended for State enactment as the foundation for uniform traffic regulation.,Active,"Uniform Motor Vehicle Safely Responsibility Act,Reports 1934",English,"Traffic safety,Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:03:16.980Z,National Conferences on Street and Highway Safety,English,Uniform Motor Vehicle Safely Responsibility Act,,"Traffic safety,Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1934-07-31; \,",This act is 1 of 5 acts which constitute the uniform vehicle code as revised and recommended for State enactment as the foundation for uniform traffic regulation.,1934-07-31,PDF,,,United States,,2024-02-15T15:57:36.223Z,,Tech Report,,United States. Department of Transportation,application/pdf,347.pdf,1138529,urn:sha256:fc660e23c1d8a76d066d81e0022e6015417242677652043a43560a46cd88acd0,1934,,dot:68794,"https://doi.org/10.21949/1510382,https://rosap.ntl.bts.gov/view/dot/73403",,,,https://doi.org/10.21949/1510382,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96233/347.pdf,,,,Reports 1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73402,,,This act is one of five acts which constitute the uniform vehicle code as revised and recommended for State enactment as the foundation for uniform traffic regulation.,Active,"Uniform Motor Vehicle Operators’ and Chauffeurs License Act,Reports 1934",English,"Highways,Laws,Transportation,Licensing",2024-02-23T21:03:18.648Z,National Conferences on Street and Highway Safety,English,Uniform Motor Vehicle Operators’ and Chauffeurs License Act,,"Highways,Laws,Transportation,Licensing",United States. Department of Transportation,true,"1934-01-01; \,",This act is one of five acts which constitute the uniform vehicle code as revised and recommended for State enactment as the foundation for uniform traffic regulation.,1934-01-01,PDF,,,United States,,2024-02-15T15:57:34.251Z,,Tech Report,,United States. Department of Transportation,application/pdf,345.pdf,1082148,urn:sha256:ada952766063a8ece05536810c68e16fc09d17cf8141ed386254e5d9c645c499,1934,,dot:68794,"https://doi.org/10.21949/1510381,https://rosap.ntl.bts.gov/view/dot/73402",,,,https://doi.org/10.21949/1510381,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96232/345.pdf,,,,Reports 1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
